#taxpath	A01.bins	A02.bins	A03.bins	A05.bins	A06.bins	A07.bins	A08.bins	A09.bins	A10.bins	A11.bins	A12.bins	A13.bins	A14.bins	A15.bins	A16.bins	A17.bins	A18.bins	A19.bins	A20.bins	C141.bins	C142.bins	C143.bins	C144.bins	C145.bins	C146.bins	C147.bins	C148.bins	C149.bins	C150.bins	C151.bins	C152.bins	C153.bins	C154.bins	C155.bins	C156.bins	C157.bins	C158.bins	C159.bins	C160.bins	C161.bins	C162.bins	C163.bins	C164.bins	C165.bins	C166.bins	C167.bins	C168.bins	C169.bins	C170.bins	C171.bins	C172.bins	C173.bins	C174.bins	C175.bins	C176.bins	C177.bins	C178.bins	C179.bins	C180.bins	C181.bins	C182.bins	C183.bins	C184.bins	C197.bins	C198.bins	C199.bins	C200.bins	C201.bins	C202.bins	C203.bins	C204.bins	C205.bins	C206.bins	C207.bins	C208.bins
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__KI89Aclade;family__unknown	18	10	25	14	18	12	3	31	10	25	26	2	2	24	23	1	1	8	9	7	0	0	8	6	1	5	4	1	1	3	0	0	6	14	2	0	5	0	4	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__KF-JG30-C25;family__unknown	0	0	0	0	4	0	0	0	0	1	1	0	0	0	0	0	2	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	4	0	6	2	1	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__JTB23;family__unknown	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	5
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__JG36-TzT-191;family__unknown	0	2	1	0	0	1	1	0	1	0	0	2	0	5	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	1	1	2	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__JG36-GS-52;family__unknown	0	0	4	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	7	4	9	1	3	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Immundisolibacterales;family__Immundisolibacteraceae	1	0	1	1	0	1	2	0	0	1	0	0	0	0	1	1	9	12	27	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__HglApr721;family__unknown	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Halothiobacillales;family__Thioalkalibacteraceae	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Halothiobacillales;family__Halothiobacillaceae	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	1	3	0	0	1	0	0	0	0	0	0	0	0	0	1	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__HOC36;family__unknown	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Granulosicoccales;family__uncultured	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	9	6	0	6	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Granulosicoccales;family__Granulosicoccaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__GammaproteobacteriaIncertaeSedis;family__UnknownFamily	191	139	198	211	210	200	147	317	150	236	279	133	114	263	308	74	84	77	114	73	43	34	67	132	55	105	40	57	48	57	28	5	140	144	74	2	194	4	112	73	73	67	137	143	119	100	81	114	90	73	16	62	39	67	82	101	110	89	57	75	59	58	8	3	6	1	52	68	3	71	25	67	68	143	137
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Ga0077536;family__unknown	55	32	42	33	58	79	36	105	13	37	73	22	23	64	56	22	34	33	32	10	21	8	14	9	6	11	6	10	4	4	0	0	14	8	10	0	6	0	3	5	13	9	5	4	3	11	16	5	16	11	0	1	3	3	3	1	2	2	0	0	0	0	0	0	0	0	5	1	0	3	0	12	2	9	1
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__GB102;family__unknown	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Francisellales;family__Francisellaceae	1	4	1	0	3	2	3	0	0	1	0	1	0	1	2	0	1	0	0	1	1	0	0	3	1	0	0	1	0	3	1	0	1	0	0	0	1	0	1	0	0	0	0	0	3	0	0	3	0	0	0	1	3	0	0	0	2	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__F9P41300-M23;family__unknown	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Enterobacterales;family__uncultured	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Enterobacterales;family__Yersiniaceae	7	0	29	9	23	27	0	9	0	5	5	0	8	7	10	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	4	1	0	0	0	0	0	4	21	15	13	11	24	31	13	22	12	37	1	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Enterobacterales;family__Pectobacteriaceae	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	4	0	4	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Enterobacterales;family__Morganellaceae	0	1	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	2	1	0	0	1	1	2	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Enterobacterales;family__Erwiniaceae	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	3	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	3	3	3	3	3	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Enterobacterales;family__Enterobacteriaceae	8	5	3	8	7	7	14	6	7	2	11	8	0	6	6	4	4	4	3	3	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	3	3	5	5	3	6	11	4	9	6	8	1	1	9	46	8	11	8	5	35	16	15	4	50	0	3	0	0	12	5	0	0	0	4	3	2	1
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Enterobacterales;family__Budviciaceae	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	1	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Ectothiorhodospirales;family__Thioalkalispiraceae	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	4	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	7	0	0	5	2	1	1	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Ectothiorhodospirales;family__Ectothiorhodospiraceae	3	0	0	5	3	0	0	6	1	2	1	0	1	5	2	0	1	0	5	0	0	1	3	0	0	1	0	1	0	0	0	0	4	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	4	1	3	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Ectothiorhodospirales;family__Acidihalobacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__EV818SWSAP88;family__unknown	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	2	1	0	1	0	1	0	6	1	0	0	0	1	3	0	2	9	9	7	6	2
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__EPR3968-O8a-Bc78;family__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__EC3;family__unknown	0	1	0	0	1	0	1	0	1	0	0	3	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Diplorickettsiales;family__Diplorickettsiaceae	25	10	19	23	21	22	16	30	18	15	19	20	5	23	18	19	26	58	28	44	80	10	18	32	26	25	7	12	68	34	8	7	26	26	7	4	35	5	28	2	5	7	18	31	4	18	44	28	43	59	5	135	214	231	221	256	218	259	103	190	191	181	26	1	0	0	15	25	0	28	12	75	58	44	75
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Coxiellales;family__Coxiellaceae	15	6	9	3	5	8	12	11	8	9	0	10	0	2	3	5	14	15	4	23	5	6	5	5	21	8	5	5	12	12	0	4	6	8	13	1	7	2	9	2	4	0	11	13	18	11	8	8	6	9	0	22	13	14	21	27	25	23	4	22	18	19	1	3	3	0	8	6	3	93	4	5	16	32	26
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Competibacterales;family__Competibacteraceae	5	29	10	2	9	0	28	2	45	12	11	18	0	0	13	18	19	28	51	128	113	0	0	4	90	0	0	0	138	115	0	21	1	5	0	4	2	8	9	111	78	106	135	163	168	145	176	217	158	214	27	2	20	8	5	6	2	3	1	1	0	3	0	0	0	0	8	1	0	2	0	1	0	0	2
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Chromatiales;family__Sedimenticolaceae	5	1	5	1	3	3	2	11	3	3	6	0	4	13	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Chromatiales;family__Chromatiaceae	3	2	2	2	0	0	1	2	2	1	2	1	0	2	0	12	7	17	9	3	1	1	0	0	0	0	0	0	0	0	3	0	0	4	0	0	1	1	0	24	16	7	8	0	1	9	5	2	4	1	3	7	1	3	5	4	3	6	0	2	0	4	0	1	0	0	2	3	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Cellvibrionales;family__Spongiibacteraceae	26	48	20	6	15	7	57	7	52	29	22	31	9	22	30	105	119	144	160	37	35	0	14	17	24	13	0	2	37	16	4	9	14	27	4	0	13	1	11	45	78	58	81	152	127	103	89	107	136	127	22	41	27	27	45	21	22	35	17	16	12	11	1	2	2	0	1	2	0	0	0	3	1	5	1
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Cellvibrionales;family__Porticoccaceae	0	2	1	1	1	2	0	1	0	2	0	0	1	0	4	0	0	0	0	0	0	0	1	3	0	4	0	0	0	0	2	0	3	5	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	15	3	7	13	6	1	7	4	1	2	4	0	3	2	0	2	0	0	0	2	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Cellvibrionales;family__Microbulbiferaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Cellvibrionales;family__Halieaceae	58	17	43	54	85	60	32	97	14	57	63	22	34	104	102	8	3	3	14	72	10	37	140	167	48	110	41	42	2	55	41	0	261	149	112	6	182	0	159	2	1	1	0	0	2	2	1	2	1	2	0	132	34	71	99	50	61	94	28	23	30	10	0	0	0	0	0	0	0	0	2	0	0	2	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Cellvibrionales;family__Cellvibrionaceae	30	138	13	15	45	13	180	15	91	26	22	138	10	13	55	78	146	150	142	75	60	0	15	12	95	11	1	0	65	72	2	8	4	17	4	4	21	8	14	15	21	8	18	33	61	80	70	47	71	35	5	379	393	279	430	599	265	251	243	230	101	443	19	48	25	0	96	62	1	48	3	9	5	8	1
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Cardiobacteriales;family__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	4	6	7	3	3	4	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Cardiobacteriales;family__Wohlfahrtiimonadaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	5	1	0	0	1	3	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__CHAB-XI-27;family__unknown	3	0	0	2	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	7	2	18	14	29	25	19	4	15	12	3	1	0	1	0	3	0	0	0	0	1	0	1	1
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__CCM19a;family__unknown	9	13	5	8	15	12	21	16	16	15	9	19	7	4	11	41	42	41	45	1	7	2	16	12	3	15	0	5	2	2	4	0	12	15	5	0	15	0	8	10	7	12	18	13	8	18	18	10	16	11	1	24	5	27	35	21	18	36	5	4	9	6	0	0	0	0	1	0	0	2	0	5	0	5	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__CCD24;family__unknown	0	0	1	0	0	1	1	5	0	1	0	0	0	5	1	0	0	0	0	0	0	0	9	5	0	2	1	1	0	0	1	0	8	8	4	0	1	0	8	0	0	0	1	0	0	0	0	1	0	0	0	2	6	4	6	5	3	5	5	4	4	0	0	0	0	0	0	1	0	1	1	1	0	15	2
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Burkholderiales;family__uncultured	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Burkholderiales;family__TRA3-20	18	9	6	16	14	24	14	27	10	18	26	8	17	26	35	7	10	12	14	12	4	4	20	32	8	16	8	3	4	22	1	3	36	20	16	0	15	0	26	15	13	7	13	4	5	4	11	4	8	5	0	24	23	29	26	35	22	23	20	13	19	11	1	0	1	0	13	9	0	17	3	11	5	20	5
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Burkholderiales;family__T34	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	3	0	0	0	19	18	0	1	0	17	2	0	3	31	13	0	5	2	3	1	1	2	5	2	11	12	17	19	23	44	26	32	40	45	37	15	5	10	12	20	27	23	27	18	20	20	36	1	0	0	0	0	0	0	0	0	0	1	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Burkholderiales;family__Sutterellaceae	177	117	167	128	191	241	153	308	166	153	228	147	124	235	185	155	215	157	191	123	200	24	117	188	108	145	53	43	147	202	29	44	100	205	112	3	194	11	237	109	75	107	148	147	145	136	98	121	177	101	33	58	59	23	56	52	36	73	24	36	15	92	0	0	0	0	10	11	0	3	1	0	0	3	1
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Burkholderiales;family__Sulfuricellaceae	2	0	0	2	2	2	1	0	0	0	1	0	0	0	3	2	11	6	9	0	0	0	1	2	0	0	1	0	1	1	0	0	1	2	1	0	3	0	0	0	0	0	0	2	1	1	0	1	0	3	0	5	4	16	15	14	5	10	12	14	12	13	1	5	1	0	0	1	0	0	0	0	2	1	1
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Burkholderiales;family__SC-I-84	5	5	5	7	6	24	3	25	5	5	8	9	4	17	7	5	12	5	5	33	18	9	57	53	18	50	5	17	15	21	11	0	48	104	39	2	39	0	40	3	2	6	6	7	10	10	7	7	11	11	1	151	53	63	164	65	62	158	17	23	18	15	4	6	5	0	3	2	0	7	5	19	7	86	22
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Burkholderiales;family__Rhodocyclaceae	377	1016	113	149	343	115	1108	146	842	268	166	974	73	103	438	3601	3867	3604	4225	342	336	94	206	190	281	197	210	203	313	289	53	55	246	228	241	12	209	22	236	584	424	499	688	1011	1011	1107	844	1133	1193	1146	208	652	786	916	813	1077	937	801	900	548	395	725	23	822	1256	702	989	195	4	151	104	199	164	207	83
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Burkholderiales;family__Procabacteriaceae	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	1	0	0	9	0	4	5	0	3	2	2	3	5	1
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Burkholderiales;family__Oxalobacteraceae	842	427	1263	1063	597	1860	192	1544	225	564	1351	200	521	1003	621	24	21	15	23	163	96	158	1043	294	50	1517	1165	211	50	416	68	6	196	1122	1960	1	2396	8	536	23	17	22	36	84	27	40	56	26	52	48	2	2493	2102	2584	2022	1769	1039	1553	2776	2864	960	2024	150	162	100	4	100	59	0	36	20	153	348	176	78
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Burkholderiales;family__Nitrosomonadaceae	131	117	109	93	151	151	127	185	119	146	152	127	70	148	171	155	115	153	217	128	61	30	218	210	94	230	66	53	65	122	52	10	336	191	98	7	228	7	183	170	154	158	235	254	154	207	185	161	208	161	29	135	98	134	121	104	87	129	74	68	60	56	7	71	40	0	42	79	3	147	48	24	26	90	39
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Burkholderiales;family__Neisseriaceae	52	47	72	90	42	76	62	59	93	47	82	74	23	89	76	380	99	236	604	51	23	26	41	50	65	25	45	58	32	43	16	4	42	41	40	3	61	2	54	309	405	464	1211	1581	996	551	191	279	206	122	26	69	64	56	56	151	118	82	78	42	41	97	11	3	14	0	125	80	1	32	22	9	15	3	8
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Burkholderiales;family__Methylophilaceae	319	38	275	271	241	353	44	443	42	253	418	38	168	461	337	0	2	0	0	48	38	41	141	195	46	126	91	139	16	54	52	0	380	202	239	6	145	4	170	0	0	4	12	22	13	5	1	0	1	5	0	299	211	388	219	305	460	281	204	483	153	266	55	13	5	0	4	5	0	2	14	89	109	58	43
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Burkholderiales;family__MWH-UniP1aquaticgroup	0	0	1	0	1	1	0	0	1	0	1	0	0	3	0	0	0	0	0	1	4	3	0	1	1	0	0	0	1	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Burkholderiales;family__Leeiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	3	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Burkholderiales;family__Hydrogenophilaceae	4	20	3	3	6	3	31	3	10	12	0	22	1	4	5	71	60	74	91	2	1	1	3	1	0	2	0	0	1	1	2	0	5	4	0	0	12	0	6	4	1	1	0	6	0	0	8	0	0	4	0	12	13	14	24	10	10	12	8	5	3	14	0	0	0	0	1	2	0	2	3	3	1	5	3
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Burkholderiales;family__Gallionellaceae	30	41	2	3	14	5	53	10	40	14	7	57	0	1	21	134	118	157	110	44	47	2	3	7	37	2	1	4	40	51	0	17	5	2	3	1	1	2	3	258	170	199	315	353	107	163	355	116	371	213	12	45	50	88	49	66	62	36	35	38	27	36	3	0	0	0	10	23	1	27	2	2	1	17	2
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Burkholderiales;family__Ferrovaceae	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Burkholderiales;family__Comamonadaceae	4907	3903	3651	3109	4077	5385	4158	5744	4001	4405	5240	3751	2431	5363	4590	4863	5780	4783	5492	2186	2602	3313	3921	5060	2193	3880	8230	3980	1768	3961	1245	211	6910	5204	11629	179	5430	135	5788	2008	1671	1787	2613	3332	3638	3082	2489	2517	3113	2939	608	7735	8072	11217	11585	18280	23725	12333	15261	13593	6310	12147	924	20231	14463	290	5581	5226	144	2564	13884	3272	2761	2654	2616
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Burkholderiales;family__Chromobacteriaceae	14	15	10	20	6	5	10	8	49	4	11	47	4	5	2	12	7	6	4	0	0	142	98	137	2	148	97	145	3	1	31	0	164	215	34	0	120	0	164	0	0	0	4	2	1	6	2	3	3	6	0	6	13	17	13	15	6	12	7	5	3	10	0	1	4	0	1	0	0	0	0	0	0	0	0
